user,day,anomaly_score,primary_reason,logon_count,logoff_count,unique_pcs,after_hours_ratio,device_connects,file_count,unique_files
WPR0368,2010-07-22,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-08-10,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-08-11,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-08-18,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-06-18,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-08-06,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-08-20,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-08-26,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-07-29,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
JGT0221,2010-05-10,-0.031487615104442646,unique_pcs (z=1.19),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-04-20,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-04-22,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-11-08,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-11-30,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-04-07,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-05-27,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-06-01,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-06-10,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-07-16,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-12-08,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-12-13,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-11-11,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2011-01-27,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2011-02-15,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2011-02-21,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2011-03-10,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
HWY0038,2010-04-09,-0.031487615104442646,logon_count (z=1.31),6,6,6,1.3333333333333333,0.0,0.0,0.0
HWY0038,2010-04-12,-0.031487615104442646,logon_count (z=1.31),6,6,6,1.3333333333333333,0.0,0.0,0.0
HWY0038,2010-04-13,-0.031487615104442646,logon_count (z=1.31),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-06-29,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-07-22,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-08-04,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-08-12,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-08-17,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-07-19,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-07-23,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-09-08,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
BKW0374,2010-11-02,-0.031487615104442646,logon_count (z=1.52),6,6,6,1.3333333333333333,0.0,0.0,0.0
ACC0042,2010-02-23,-0.031487615104442646,logon_count (z=1.51),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-09-27,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-09-30,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-10-05,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-10-13,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-10-19,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-11-29,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-07-02,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-02-20,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-02-24,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-02-25,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-03-26,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-04-06,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-04-23,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-01-14,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-02-01,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-10-21,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-11-08,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-12-03,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-03-11,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-03-18,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-04-12,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
DFR0218,2010-04-23,-0.031487615104442646,logon_count (z=1.49),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-06-04,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-06-11,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-05-12,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-01-18,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-01-19,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-02-02,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
LBC0356,2010-10-19,-0.031487615104442646,logoff_count (z=1.42),6,6,6,1.3333333333333333,0.0,0.0,0.0
LBC0356,2010-11-12,-0.031487615104442646,logoff_count (z=1.42),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-04-05,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-04-09,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2011-04-21,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-12-09,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2010-12-16,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
ACC0042,2010-02-26,-0.031487615104442646,logon_count (z=1.51),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-06-04,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-06-23,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-12-09,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-12-15,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-12-28,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-12-30,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-09-13,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-09-20,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-04-26,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-06-10,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-06-17,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-03-04,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-08-02,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
QNP0216,2011-05-13,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-05-07,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-05-10,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KJP0371,2010-05-28,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-04-01,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-04-26,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2011-01-06,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2011-01-18,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2011-01-25,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2011-02-16,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-09-14,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-09-21,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-10-25,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-04-30,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-05-14,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-07-19,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-09-28,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2011-03-17,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-01-10,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-01-18,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-03-04,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-03-29,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-01-06,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WPR0368,2010-02-05,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-03-08,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-03-10,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-04-04,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-04-25,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-05-03,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-05-06,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-05-11,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-05-13,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-06-07,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2011-02-07,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2011-02-22,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2011-02-25,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2011-05-05,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
CSC0217,2010-01-07,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-10-05,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-11-12,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-11-16,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-11-23,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-06-29,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-01-26,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-02-17,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2011-03-07,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-08-11,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-08-26,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-09-21,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-03-15,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-03-31,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-05-04,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-08-05,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-08-12,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-04-14,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
BBS0039,2010-07-13,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
BBS0039,2010-07-16,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-02-02,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-02-24,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-10-15,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-02-15,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-02-18,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-03-12,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2010-03-17,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-04-05,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-04-27,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-06-02,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
WDD0366,2010-12-20,-0.031487615104442646,unique_pcs (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JTM0223,2010-06-01,-0.031487615104442646,after_hours_ratio (z=1.33),6,6,6,1.3333333333333333,0.0,0.0,0.0
WDD0366,2010-09-28,-0.031487615104442646,unique_pcs (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WDD0366,2010-10-18,-0.031487615104442646,unique_pcs (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-02-25,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
WDD0366,2011-03-01,-0.031487615104442646,unique_pcs (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JTM0223,2010-06-23,-0.031487615104442646,after_hours_ratio (z=1.33),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-02-11,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-02-17,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-02-18,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
KCF0045,2010-02-19,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-03-30,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-04-06,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-06-03,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-06-07,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-06-22,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-01-12,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-01-20,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
UIR0043,2010-01-21,-0.031487615104442646,logon_count (z=1.32),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2011-01-17,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2011-01-20,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
TSM0363,2011-01-24,-0.031487615104442646,logon_count (z=1.35),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-03-05,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-03-18,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2011-02-01,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2011-05-04,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-04-23,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-06-03,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-06-21,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-06-22,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-06-29,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-02-03,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-02-04,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-02-11,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-03-01,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2011-05-11,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
JLM0364,2011-01-27,-0.031487615104442646,unique_pcs (z=1.47),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-03-22,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JCC0225,2010-03-25,-0.031487615104442646,logon_count (z=1.43),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-08-26,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-07-28,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
BBS0039,2010-06-07,-0.031487615104442646,unique_pcs (z=1.27),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-05-19,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-11-24,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-06-09,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-02-01,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-02-10,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-08-05,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-08-13,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-08-18,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-09-24,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-09-03,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
JRS0362,2010-10-04,-0.031487615104442646,logon_count (z=1.39),6,6,6,1.3333333333333333,0.0,0.0,0.0
MNS0224,2010-04-22,-0.031487615104442646,logon_count (z=1.40),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2011-02-10,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2011-03-03,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2010-05-20,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-10-19,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-10-21,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-10-26,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-11-23,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-12-09,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2010-11-16,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2010-11-23,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-07-09,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-10-04,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2010-10-14,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
CBB0365,2011-01-03,-0.031487615104442646,after_hours_ratio (z=1.25),6,6,6,1.3333333333333333,0.0,0.0,0.0
JAV0361,2010-06-03,-0.031487615104442646,logon_count (z=1.46),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2011-05-09,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2011-05-13,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
SAK0375,2011-03-22,-0.031487615104442646,logon_count (z=1.34),6,6,6,1.3333333333333333,0.0,0.0,0.0
